KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),500.50 (-14.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),66.66 (+11.4 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3092.6 (-0.2 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),371.0 (-18.5 %)
