KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,977.35,950.68 (-2.7 %),971.24 (-0.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.56 (+2.1 %)
Energy bought (kWh),12190.6,11858.9 (-2.7 %),12197.7 (+0.1 %)
Energy sold (kWh),382.5,13.3 (-96.5 %),350.8 (-8.3 %)
