KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),861.66 (-15.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.34 (+8.7 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),5950.2 (-0.3 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2360.7 (-7.3 %)
