KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),299.97 (-1.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.84 (+5.2 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3736.7 (-0.1 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),271.0 (-5.0 %)
