KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),165.44 (-21.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),45.33 (+21.4 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2353.9 (-23.6 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1132.7 (-44.3 %)
