KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),298.05 (-18.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),95.49 (+26.3 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2170.0 (-12.2 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),1035.9 (-28.7 %)
