KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),236.13 (-24.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.82 (+10.5 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3286.0 (-26.5 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1026.5 (-57.2 %)
