KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),242.16 (-5.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.38 (+4.0 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3017.6 (-5.8 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),269.3 (-45.4 %)
