KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),290.56 (-20.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.01 (+24.2 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2007.0 (-18.8 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),866.0 (-40.4 %)
