KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,394.76,348.79 (-11.6 %),394.50 (-0.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),45.72 (+11.6 %)
Energy bought (kWh),4949.2,4397.2 (-11.2 %),5183.9 (+4.7 %)
Energy sold (kWh),790.7,99.7 (-87.4 %),910.4 (+15.1 %)
