KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),369.57 (-17.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),9.09 (+2.0 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),4827.3 (-19.9 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),753.2 (-64.3 %)
