KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,801.96,423.32 (-47.2 %),461.25 (-42.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.93 (+4.7 %)
Energy bought (kWh),4470.2,2740.1 (-38.7 %),2943.5 (-34.2 %)
Energy sold (kWh),2399.5,463.9 (-80.7 %),692.0 (-71.2 %)
