KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),466.58 (-4.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),34.08 (+7.0 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5915.6 (-4.9 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),609.1 (-38.4 %)
