KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),220.51 (-9.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.66 (+7.3 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),2847.4 (-10.6 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),405.6 (-50.7 %)
