KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1176.20,904.68 (-23.1 %),1020.48 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),115.80 (+9.8 %)
Energy bought (kWh),6218.9,5396.5 (-13.2 %),6178.8 (-0.6 %)
Energy sold (kWh),988.9,25.1 (-97.5 %),795.6 (-19.5 %)
