KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),626.26 (-20.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),79.88 (+10.1 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4108.9 (+9.9 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),522.9 (+83.2 %)
