KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),160.00 (-24.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),39.89 (+18.9 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2296.3 (-25.5 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1107.1 (-45.6 %)
