KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,209.60,116.03 (-44.6 %),185.22 (-11.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.18 (+33.0 %)
Energy bought (kWh),3082.3,1621.2 (-47.4 %),2761.8 (-10.4 %)
Energy sold (kWh),2034.4,382.2 (-81.2 %),1521.5 (-25.2 %)
