KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),151.29 (-4.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.48 (+34.4 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2365.9 (-4.3 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),1239.7 (-14.7 %)
