KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,387.39 (-9.2 %),419.83 (-1.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.44 (+7.6 %)
Energy bought (kWh),5965.7,5362.1 (-10.1 %),5899.6 (-1.1 %)
Energy sold (kWh),2546.2,1870.7 (-26.5 %),2393.8 (-6.0 %)
