KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),927.40 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.84 (+8.7 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),6100.6 (+4.2 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),816.1 (+14.6 %)
