KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),905.74 (-15.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.18 (+6.7 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),5561.1 (-5.0 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),305.8 (-57.1 %)
