KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,282.73,252.28 (-10.8 %),285.42 (+1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),33.13 (+11.7 %)
Energy bought (kWh),3466.3,3202.5 (-7.6 %),3747.6 (+8.1 %)
Energy sold (kWh),467.3,87.7 (-81.2 %),643.1 (+37.6 %)
