KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),415.75 (-7.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),55.27 (+12.3 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5562.4 (-7.8 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),1478.5 (-29.9 %)
