KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),454.31 (-32.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),11.45 (+1.7 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),2825.7 (-14.5 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),131.7 (-81.8 %)
