KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,358.90 (-9.6 %),389.08 (-1.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.18 (+7.6 %)
Energy bought (kWh),4949.2,4350.8 (-12.1 %),4869.3 (-1.6 %)
Energy sold (kWh),790.7,123.8 (-84.3 %),681.3 (-13.8 %)
