KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),918.11 (-9.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),144.79 (+14.2 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),6038.8 (+1.2 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2418.6 (-5.0 %)
