KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),418.60 (-1.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.20 (+7.1 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5110.2 (-0.9 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),524.5 (-13.1 %)
