KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,361.53,310.20 (-14.2 %),342.62 (-5.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.42 (+9.0 %)
Energy bought (kWh),4569.7,3979.7 (-12.9 %),4504.6 (-1.4 %)
Energy sold (kWh),768.3,29.5 (-96.2 %),563.9 (-26.6 %)
