KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),164.41 (-22.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),44.31 (+21.0 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2329.8 (-24.4 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1100.9 (-45.9 %)
