KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),115.71 (-26.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.90 (+12.0 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),1748.5 (-29.2 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),618.0 (-57.5 %)
