KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),778.21 (-14.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),97.53 (+10.7 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4817.1 (+6.2 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),439.1 (+59.9 %)
