KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),408.01 (-4.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.61 (+4.6 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),4932.6 (-4.3 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),326.9 (-45.8 %)
