KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),301.45 (-1.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.31 (+5.7 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3758.2 (+0.5 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),299.4 (+4.9 %)
