KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,255.42 (-10.1 %),276.19 (-2.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.77 (+7.3 %)
Energy bought (kWh),3466.3,3088.3 (-10.9 %),3413.1 (-1.5 %)
Energy sold (kWh),467.3,46.9 (-90.0 %),386.6 (-17.3 %)
