KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,760.95,469.13 (-38.3 %),561.53 (-26.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.40 (+12.1 %)
Energy bought (kWh),3680.3,2870.8 (-22.0 %),3405.9 (-7.5 %)
Energy sold (kWh),1039.9,76.0 (-92.7 %),604.5 (-41.9 %)
