KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),626.22 (-20.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),79.83 (+10.1 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4096.7 (+9.5 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),510.5 (+78.9 %)
