KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,423.34 (-38.5 %),511.45 (-25.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),88.11 (+12.8 %)
Energy bought (kWh),3410.8,2713.4 (-20.4 %),3376.5 (-1.0 %)
Energy sold (kWh),906.3,53.1 (-94.1 %),722.7 (-20.3 %)
