KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,109.43 (-31.0 %),131.46 (-17.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),22.03 (+13.9 %)
Energy bought (kWh),2171.0,1420.7 (-34.6 %),1774.5 (-18.3 %)
Energy sold (kWh),1009.2,178.8 (-82.3 %),516.1 (-48.9 %)
