KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),260.93 (-3.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.38 (+11.6 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3228.9 (-2.3 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),580.5 (-19.8 %)
