Household,Strategy,Horizon,Execution,Cost_EUR,Savings_EUR,No_Battery_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s
7,day_block,day,block,-357.0729359564336,576.6873770698331,219.61444111339952,-474.486262419199,1.1901005291,14.999999989336875,6823.402515496178,6158.120770359392,4746.957745893229,51.90835088499999,5312.197747038375,5480.555651016101,12.0109472,205.27069234531305,366,6.481920991063816e-07,23.93842911720276
7,day_receding,day,receding,-423.2235940475307,642.8380351609302,219.61444111339952,-540.9304844548976,1.4836644737999998,15.000000000002427,6508.016216282473,5873.484635096488,4347.164672177501,32.76991121399999,4972.101492727212,5190.348000326873,11.9349472,195.78282116988294,35135,2.999999892949745e-08,2013.6774027347565
7,week_block,week,block,-444.4332415380349,664.0476826514345,219.61444111339952,-562.1416980720984,1.4852306007,14.99999995368692,6967.068318671869,6287.779184666896,4881.092251266426,57.044175439600004,5447.401862644422,5596.616553199604,11.774947200000002,209.59263948889654,53,1.2621973861370872e-06,19.17764902114868
7,week_receding,week,receding,-448.93706305773463,668.5515041711342,219.61444111339952,-567.4689909602971,2.3087019689,15.000000000002059,6745.578603631075,6087.8846896074665,4671.474873172351,57.7884522765,5241.475422117611,5411.541055817248,11.9349472,202.9294896535822,35135,3.000000248221113e-08,11005.755342006683
7,month_block,month,block,-474.4196754956393,694.0341166090388,219.61444111339952,-593.4815164334989,2.8386150046000003,14.999999980631658,7335.988269135331,6620.729442675591,5342.184444102412,80.68499999999999,5874.36984882407,5963.974022364133,11.838947200000002,220.69098142251968,12,9.349999804120213e-07,28.381990909576416
7,full_period,period,block,-490.68863231558373,710.3030734289832,219.61444111339952,-617.3625994914963,10.450741242400003,14.99999919907903,7739.7370116467,6985.1127119002485,5817.533652914208,83.47299999999997,6316.792485414083,6364.243185667437,11.934947200000002,232.83709039667494,1,8.805263091299365e-07,103.45661211013794
