KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,706.98 (-28.4 %),805.51 (-18.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),98.52 (+10.0 %)
Energy bought (kWh),4741.6,4495.9 (-5.2 %),5218.1 (+10.1 %)
Energy sold (kWh),554.7,100.6 (-81.9 %),805.8 (+45.3 %)
