KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),233.17 (-9.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.36 (+9.8 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),2918.3 (-10.8 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),586.0 (-42.7 %)
