KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,816.77,625.89 (-23.4 %),685.52 (-16.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),59.63 (+7.3 %)
Energy bought (kWh),4365.1,4292.6 (-1.7 %),4534.2 (+3.9 %)
Energy sold (kWh),187.6,13.9 (-92.6 %),256.4 (+36.6 %)
