KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,283.53,257.34 (-9.2 %),274.56 (-3.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.22 (+6.1 %)
Energy bought (kWh),3448.2,3098.7 (-10.1 %),3372.3 (-2.2 %)
Energy sold (kWh),403.7,15.5 (-96.2 %),299.9 (-25.7 %)
