KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,317.77 (-12.6 %),343.40 (-5.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.63 (+7.0 %)
Energy bought (kWh),4569.7,3910.9 (-14.4 %),4332.9 (-5.2 %)
Energy sold (kWh),768.3,36.2 (-95.3 %),461.6 (-39.9 %)
