KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,718.06,495.03 (-31.1 %),567.00 (-21.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.97 (+10.0 %)
Energy bought (kWh),3466.3,3155.0 (-9.0 %),3385.4 (-2.3 %)
Energy sold (kWh),467.3,42.5 (-90.9 %),281.0 (-39.9 %)
