KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,752.86 (-29.4 %),834.54 (-21.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),81.68 (+7.7 %)
Energy bought (kWh),5156.5,4745.4 (-8.0 %),5343.3 (+3.6 %)
Energy sold (kWh),603.5,30.3 (-95.0 %),633.5 (+5.0 %)
