KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,647.55,393.86 (-39.2 %),537.11 (-17.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),143.25 (+22.1 %)
Energy bought (kWh),3270.6,2613.6 (-20.1 %),3677.5 (+12.4 %)
Energy sold (kWh),1022.8,149.9 (-85.3 %),1212.6 (+18.6 %)
