KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),387.68 (-13.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),27.20 (+6.0 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5123.2 (-15.0 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),1053.5 (-50.0 %)
