controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,460.920402060998,460.920402060998,0.0,446.5509798189979,14.369422242000002,128.13180885479105,589.052210915789,4.0,0.0,0.0,0.0,0.0,6029.782000000002,2108.6269999999968,4.656,0.0,0,0.0,0.7197721004486084,1,True
self_consumption,Self-consumption,True,380.5920758664009,380.93505022384426,0.342974357443403,365.00684750230096,15.585228363999995,123.12610264539427,504.0611528692385,0.0,1524.119083102493,1379.3174725000001,0.0,0.0,4650.464527500021,584.5079168975072,4.414,137.93174725,0,1.1102230246251565e-16,1.4381420612335205,2,True
fixed_schedule,Fixed schedule,True,408.5890175878992,408.7615655863085,0.17254799840927396,390.41232689569955,18.1766906921,81.97758509789774,490.73915068420627,1.987628,3221.008165983375,2908.8716231999965,2112.350232465375,0.0,5233.260609265368,999.9690664819939,4.09,290.8871623199997,0,1.1102230246251565e-16,3.7028965950012207,5,True
delayed_pv_charge,Delayed PV charge,True,382.98006302740123,383.3230373848446,0.342974357443403,367.4492966620013,15.530766365599996,123.1986862999984,506.521723684843,0.0,1476.5229474573753,1336.3619600802792,0.0,0.0,4693.420039919745,632.1040525426268,4.414,133.63619600802792,0,5.551115123125783e-17,1.4694321155548096,2,True
price_threshold,Price threshold,True,415.5732760290013,415.9162503864447,0.342974357443403,402.53351822120146,13.039757807600001,117.38752359220801,533.3037739786527,0.0,2143.945822105263,1938.7111044499989,1373.768517396122,0.0,5464.8394129461285,1338.4496952908582,4.326,193.87111044499989,0,5.551115123125783e-17,2.989360809326172,4,True
price_rank_daily,Day-ahead price rank,True,393.9740086045003,394.31698296194367,0.342974357443403,379.20407454490004,14.769934059699997,103.85448817999033,498.171471141934,0.0,2793.9479500148536,2525.3380248884087,1615.9891812529195,0.0,5120.433156364523,930.6682312380619,4.414,252.53380248884088,0,1.1102230246251565e-16,4.411310195922852,6,False
peak_shaving,Peak shaving,True,442.6490480174989,442.6797872067006,0.030739189201724002,438.9079406948985,3.7411073227000005,95.63398948170772,538.3137766884083,3.641498688929868,464.79440987340996,419.8175311562691,302.3980951793506,0.0,5912.362564022979,1946.2306853059386,3.184721702194212,41.981753115626915,0,0.0,4.678504228591919,6,False
self_consumption_peak_shaving,Self-consumption + peak shaving,True,398.96786600399975,399.1632515005635,0.19538549656374296,393.9841450862998,4.983720918,100.28108119919479,499.44433269975826,1.7212815789473694,1207.8603306333948,1092.2587308966347,225.72729606465285,0.0,5163.250565168099,1126.493965431258,3.49688898440536,109.22587308966347,0,5.551115123125783e-17,4.787966728210449,6,True
tariff_arbitrage,Tariff arbitrage,True,420.1762720931003,420.5192464505437,0.342974357443403,407.56297371460073,12.6132983784,110.92969212241267,531.4489385729563,0.0,2697.3069027143706,2438.1194796997224,2055.1363349426083,0.0,5646.798855242885,1466.4564322282301,4.09,243.81194796997224,0,1.1102230246251565e-16,5.817586183547974,6,True
price_oracle,Price threshold (foresight),False,414.80079070519963,415.143765062643,0.342974357443403,398.76482369390015,16.0359670112,114.8957258726186,530.0394909352616,0.0,2146.248064044321,1940.7888778000008,1334.7871770637125,0.0,5423.780299263723,1297.1661130193907,4.326,194.0788877800001,0,1.1102230246251565e-16,2.958292245864868,4,True
