KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),182.22 (-13.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),62.12 (+29.4 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2643.5 (-14.2 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1437.1 (-29.4 %)
