KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,256.21 (-54.5 %),381.15 (-32.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),124.93 (+22.2 %)
Energy bought (kWh),3082.3,1607.0 (-47.9 %),2613.7 (-15.2 %)
Energy sold (kWh),2034.4,382.1 (-81.2 %),1391.2 (-31.6 %)
