KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,549.25 (-30.6 %),632.12 (-20.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.87 (+10.5 %)
Energy bought (kWh),3740.4,3590.3 (-4.0 %),4087.5 (+9.3 %)
Energy sold (kWh),285.4,12.6 (-95.6 %),508.6 (+78.2 %)
