KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1558.23,1202.24 (-22.8 %),1362.58 (-12.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),160.33 (+10.3 %)
Energy bought (kWh),8193.7,8176.2 (-0.2 %),9153.7 (+11.7 %)
Energy sold (kWh),321.3,11.6 (-96.4 %),1012.5 (+215.1 %)
