dataset,cost_no_battery,cost_oracle,cost_prophet,buy_no_battery,buy_oracle,buy_prophet,sell_no_battery,sell_oracle,sell_prophet,gross_oracle,energy_oracle,power_oracle,fixed_oracle,termadj_oracle,peakkw_oracle,efc_oracle,gross_prophet,energy_prophet,power_prophet,fixed_prophet,termadj_prophet,peakkw_prophet,efc_prophet,efc_no_battery,cost_self_consumption,efc_self_consumption,cost_fixed_schedule,efc_fixed_schedule,cost_delayed_pv_charge,efc_delayed_pv_charge,cost_price_threshold,efc_price_threshold,cost_price_rank_daily,efc_price_rank_daily,cost_tariff_arbitrage,efc_tariff_arbitrage,cost_price_oracle,efc_price_oracle,gen_mae,gen_rmse,gen_nmae,gen_skill_vs_naive,gen_mae_first_month,gen_mae_last_month,con_mae,con_rmse,con_nmae,con_skill_vs_naive,con_mae_first_month,con_mae_last_month,regret_prophet,gain_oracle_vs_no_battery_pct,gain_prophet_vs_no_battery_pct,baseline_positive
Ausgrid 249,1164.5944424629645,835.4432461664089,952.8934427245696,5669.514999999999,5334.257967340741,6388.380028752974,591.292,20.115673037000036,1041.931068703844,835.1506461675007,835.1506461675007,0.0,705.3016666664521,0.29259999890826216,5.3919999999999995,233.19945685031772,952.6008427255163,952.6008427255163,0.0,705.3016666664521,0.2925999990533627,4.997705440000001,264.6777467836773,0.0,1108.2117899544655,53.74410299999996,879.1893995197988,244.93336425000075,1108.2117899544655,53.74410299999996,1018.2266928070696,162.71100999999967,958.1573440620358,200.11751025000007,973.5370589193136,225.59589143525045,1021.6371229023694,157.59812424999978,0.10762490065043352,0.19744035685454633,0.4685364157624611,-0.23958401060489587,0.0786221531634761,0.07834976919724664,0.38253414165205846,0.5383692668521257,0.4726084582230131,-0.16488662979261193,0.4615680359723974,0.4833456317418819,117.45019655816066,28.26316048704852,18.178087754796,True
Ausgrid 81,337.0674458671571,178.72970163360546,305.6910242629493,2470.9849999999997,1625.67890090114,2584.4814131427693,1453.213,465.95236440118947,1427.993377476198,178.39241704023922,178.39241704023922,0.0,705.3016666664521,0.33728459336623673,4.6240000000000006,142.15249921568062,305.53815021620767,305.53815021620767,0.0,705.3016666664521,0.15287404674164756,4.232,136.89870524982268,0.0,235.1568637974338,113.83088499999812,206.92980151538274,124.44379524999859,236.05993909473915,113.39322346315605,275.3034944188877,91.88169574999804,250.76562834153026,114.60986774999876,287.1052618123144,63.206107613414396,275.04846602706016,90.74292549999811,0.12253455182529224,0.21817287133784183,0.5521033645557929,-0.17526140467099016,0.08742267334100913,0.09776781123968803,0.33778468679976026,0.5156546680722263,0.9989925166108257,-1.5748830956841249,0.24148890767877637,0.1551041135279704,126.96132262934387,46.9750924258508,9.30864786526245,True
Ausgrid 104,2027.3560620183864,1758.3871161999105,1895.5064238404243,12190.554,12033.608248121702,13181.118900349185,382.53499999999997,11.078586375300022,1136.0160496028134,1758.044141842467,1758.044141842467,0.0,705.3016666664521,0.342974357443403,13.242,212.91295262905837,1895.163449482981,1895.163449482981,0.0,705.3016666664521,0.342974357443403,13.242,234.90734213913515,0.0,1989.9877650205856,34.90378374999993,1792.1941335199535,230.71546950000024,1989.9877650205856,34.90378374999993,1923.2596412958308,159.19809025000012,1878.0486917087571,185.80533500000035,1891.466014857032,218.82733865101687,1923.8292591085558,153.52475799999962,0.11572332966589863,0.19831968137297754,0.4903744396587151,-0.2764711477418238,0.10079058624297124,0.10489908211373518,1.2231796807515634,1.8089353565694213,0.7722400595319993,-0.327015952271718,0.9467490767036093,0.7840368972809517,137.11930764051385,13.266981111877161,6.503526472143024,True
Ausgrid 172,646.1216635833382,465.65938549002004,572.4959711517341,3466.299,3209.0888922643417,3876.8546680799695,467.297,61.85397318235502,746.1919617314022,465.31641113257666,465.31641113257666,0.0,705.3016666664521,0.342974357443403,4.886,148.33463920745456,572.1529967946179,572.1529967946179,0.0,705.3016666664521,0.34297435711622354,4.886,132.1873552345334,0.0,602.3530109965324,40.30952950000021,480.57333038654775,191.58318925000148,602.339819077238,40.30952950000021,547.1852753216604,133.90344475000012,518.8702643345179,165.25103100000123,533.1004768451409,165.0715368729912,546.44980439486,131.09665825000016,0.08867089960542208,0.15649003408531176,0.5898424852386932,-0.34553250995779794,0.0691700299050568,0.07106840532038258,0.31242991342573534,0.4619820890791877,0.6341416040417708,-0.10003767760176241,0.44612335100208644,0.4288495193582569,106.83658566171408,27.930076990839318,11.395019944584735,True
Ausgrid 29,696.4214958228428,452.41392343941106,595.0466528099123,3680.29,2949.814191841193,3903.966717671297,1039.942,113.57315261500094,1060.869189653221,452.0709490819677,452.0709490819677,0.0,705.3016666664521,0.342974357443403,4.696000000000001,194.77270500084828,594.703678452746,594.703678452746,0.0,705.3016666664521,0.3429743571663529,4.67060104,201.45338650438535,0.0,594.31592678944,90.3545420000003,495.4168230383619,210.36047974999906,595.2583243844488,89.80538471097027,560.2488413286502,158.12700124999967,513.3138860220963,198.27873699999927,533.6678997351166,194.52305030978025,560.8517074346133,156.0087812499997,0.14312892207443978,0.28554971967796333,0.6016833173877851,-0.34778501535256523,0.04725304140197834,0.10470820921877895,0.33662094915285734,0.48444751150716586,0.6241923503781881,-0.06871152053632401,0.6427642570046475,0.43993818498658216,142.63272937050124,35.03734072641303,14.556535606809932,True
Ausgrid 27,842.5668283269008,648.7560822292941,770.7031637234012,4741.581,4427.328899562031,5113.052238945158,554.73,80.42019139071522,787.230405420978,648.4326145380873,648.4326145380873,0.0,705.3016666664521,0.32346769120678387,5.0920000000000005,159.63427026504013,770.3601893659578,770.3601893659578,0.0,705.3016666664521,0.342974357443403,5.0920000000000005,139.31004336756783,0.0,794.3873169070756,45.817664250000014,662.026105211811,208.9943435000023,794.4103524975604,45.8022146591163,742.2075634282431,138.8716199999996,709.4240605701741,172.93015625000254,723.1332516421921,187.85415739923874,744.9074309256205,133.96795199999963,0.07956442911584438,0.13907387383226322,0.46480841332382583,-0.1380637771742026,0.0613565608049724,0.06947565757864597,0.39117025684857254,0.5626317970685518,0.6026089537056212,-0.1357889630632152,0.5504054082982139,0.5979458929548044,121.94708149410712,23.002418274934943,8.52913527894286,True
Ausgrid 156,1013.9682321960803,782.4398847341072,945.7146109572067,5853.852,5389.99991018568,6470.496892574994,712.1859999999999,48.27911129824356,1146.8182213045266,782.0969103766638,782.0969103766638,0.0,705.3016666664521,0.342974357443403,8.587874999999999,198.82775289498684,945.3716365997633,945.3716365997633,0.0,705.3016666664521,0.342974357443403,8.725999999999999,181.24824398080926,0.0,940.9217778673138,62.57139699999982,795.7718092636097,248.63779475000146,940.9550703049689,62.54185734831549,895.5613528108877,162.86216875000162,856.2589489418101,205.48723300000273,869.5855150763099,204.30778937045116,895.8738550686161,157.54501650000114,0.1056029259754181,0.1931024725417858,0.44236943317375765,-0.16814888296264696,0.08127958242982167,0.09532430664978328,0.5719560277795311,0.8396244597441361,0.6927180569227832,-0.662693218207661,0.7183640056823426,0.5813060046978109,163.2747262230995,22.833885728404194,6.731337242296837,True
Ausgrid 180,647.5545848154048,412.7956493698226,536.8888360164848,3270.559,2627.8824687312203,3618.3048648934628,1022.7570000000001,201.47557608355254,1173.933933785373,412.45267501237925,412.45267501237925,0.0,705.3016666664521,0.342974357443403,5.066,177.92784420854792,536.6143845595694,536.6143845595694,0.0,705.3016666664521,0.27445145691530565,5.066,194.6515724900251,0.0,550.251658764113,84.98097475000002,458.11448060001965,178.0801270000003,551.4499706419408,84.49004990288313,511.75627545191384,138.7999782500004,468.4304760615757,177.15184700000015,497.6284643511074,156.13283480371103,514.4699203456419,136.63701225000028,0.10327688879717464,0.19975441772070945,0.5156360065631049,-0.17730758532174362,0.062414745661307856,0.06966028361151737,0.3478377416878635,0.5315210629705134,0.7613183314246235,-0.1757573368376495,0.7751238466446456,0.4448144565936968,124.09318664666216,36.25315007421402,17.089794651128443,True
Ausgrid 21,1558.229745569507,1224.074843554364,1368.15384512442,8193.731,8126.25757485469,9025.822648792737,321.28099999999995,10.338289960000024,914.2555839672857,1223.7822435554556,1223.7822435554556,0.0,705.3016666664521,0.29259999890826216,7.54,240.5558578865237,1367.8221716329172,1367.8221716329172,0.0,705.3016666664521,0.33167349150301045,7.62692842,236.75983471890413,0.0,1526.714028871814,29.375610249999973,1288.5580966567422,225.79178624999992,1526.714028871814,29.375610249999973,1436.7273043863079,156.57891499999965,1377.4994089265463,181.3742877499999,1382.5539451626726,221.4272105999937,1436.340885996706,153.46157399999998,0.09527085338789656,0.18449876114122452,0.5939701978029457,-0.16470636559241192,0.07539630780142356,0.06979354625987576,0.6933723693453272,0.9461894803983318,0.6546942159105006,-0.02959424470388128,0.6033696826849098,1.0328144355352655,144.0790015700561,21.444520807361116,12.198194841648167,True
Ausgrid 290,933.7796010696319,676.4041344188242,809.5432666952852,4534.246,4470.374519452154,5178.774440648554,274.671,17.676443562350023,748.8611597610687,676.2603559577132,676.2603559577132,0.0,705.3016666664521,0.14377846111102757,7.886,189.80719815551475,809.2662981029123,809.2662981029123,0.0,705.3016666664521,0.2769685923729088,7.886,169.12214462086214,0.0,906.2368270690212,25.169057750000007,693.696951435283,213.9752865000001,906.2368270690212,25.169057750000007,828.3420246741132,141.18816724999988,786.3476872437626,172.07086524999994,802.8909872149559,182.71014350731372,828.2281622154596,137.77588374999985,0.0798630598212966,0.14497017842034446,0.53405670954886,-0.23533814454747226,0.05510043591491854,0.06148971289094599,0.3746286309533978,0.6166716889168476,0.589230260323011,0.05365710816831171,0.31756489268348287,0.4379817406511955,133.13913227646094,27.562763885180992,13.304674275603759,True
Ausgrid 66,354.52348430755376,192.81170599190222,287.38084745497247,2171.043,1494.3284377608354,2185.761601443532,1009.2339999999999,197.37868983138574,898.0430910537314,192.4687316344588,192.4687316344588,0.0,705.3016666664521,0.342974357443403,4.126,135.57816472788076,287.0378730977469,287.0378730977469,0.0,705.3016666664521,0.34297435722558184,3.3851174600000005,126.58362568405542,0.0,266.16433270057456,80.03942649999928,214.54051925747325,174.13138450000585,266.47425115103476,79.85264791816091,255.54722575343771,126.81004025000243,223.64247428890218,167.66815425000567,259.3103172258024,137.6972742423058,253.3533277673961,130.06409125000275,0.09843663261503294,0.18686639257524995,0.4795359498142808,-0.23906666279801936,0.0686754904419229,0.07688181429302968,0.20693777544179143,0.30947691027934565,0.6124206466688332,-0.1558182321054462,0.16095183382205017,0.26665102776284433,94.56914146307025,45.61384096500768,18.93884039409197,True
Ausgrid 240,528.4900683670808,344.79365231340853,467.3377067072147,3184.9710000000005,2708.0656261263694,3478.363650641446,821.888,204.98884648365458,992.7468561131384,344.4506779560024,344.4506779560024,0.0,705.3016666664521,0.34297435740617227,4.226,140.30675973533639,466.9947323497713,466.9947323497713,0.0,705.3016666664521,0.342974357443403,3.696,123.29446669331082,0.0,458.8283690256937,67.97477850000001,400.5863736818335,155.97566649999962,459.10244138239426,67.72060919179093,427.2291468654824,122.79765124999967,393.48661063162405,160.66806299999985,440.3282272843227,107.1169362459415,429.10086181101826,121.27596224999968,0.08145041226863796,0.14522107292300154,0.5272101172364717,-0.31373084006906193,0.06483631614742477,0.06971388809753339,0.34028557051604824,0.4777784842405006,0.8020843574450691,-1.1817679840563797,0.600745245640354,0.43765832981450503,122.54405439380616,34.758726237042474,11.571146804861169,True
Ausgrid 113,811.0706608864409,573.3762282464139,706.4035479759995,4569.722,4027.5762976425162,4723.081275357308,768.287,35.10625377892503,773.5851638965339,573.0332538889705,573.0332538889705,0.0,705.3016666664521,0.342974357443403,4.53,190.03927367755426,706.0605736185561,706.0605736185561,0.0,705.3016666664521,0.342974357443403,4.53,148.16723718311044,0.0,736.3887457445308,69.38438150000005,583.9501340545555,245.55423625000057,736.4095351851595,69.36596428543727,684.6186730698215,158.6506530000002,641.7683699901382,205.3747140000005,662.6646971310006,207.8915222266403,682.8488214970339,155.39253450000007,0.11019351393722276,0.19505099513381577,0.47318298497947625,-0.14094207333845277,0.09694635204777033,0.11816217394039825,0.31167273781893506,0.44933695159103254,0.46739393894105047,0.07052046595837458,0.37560888170978995,0.3888861479156169,133.02731972958554,29.306254572227328,12.90480816998706,True
Ausgrid 67,665.7766432781602,354.53888980246023,506.2401141826883,4470.205,2899.996340613857,3862.725418019083,2399.488,571.3296499912101,1546.8126736946144,354.19591544501685,354.19591544501685,0.0,705.3016666664521,0.342974357443403,4.140000000000001,255.23816025962014,505.8971398255983,505.8971398255983,0.0,705.3016666664521,0.34297435708996526,3.642,242.81123844096018,0.0,482.5154292141177,177.70860800000028,414.45608882388984,285.3314510000004,487.5284373291281,172.41262497675459,516.3806998640547,194.93553325000047,455.4939398392587,262.67757449999993,531.1608560287092,211.96693970413963,516.5502933320821,187.23329500000034,0.23869310955813916,0.40587909912739445,0.45124277848739297,-0.10864297038847348,0.2092085147670216,0.22127774982731543,0.286621795830487,0.3970806891353592,0.3744969491999403,0.14324592081527698,0.2802343838243035,0.2921953249824256,151.70122438022804,46.74807333931441,23.962470102577313,True
Ausgrid 5,567.6693208055038,431.7141683460374,521.4662364104275,3203.059,2946.284881862646,3567.334286735637,493.563,120.81453889765,741.6856067544629,431.37119398859403,431.37119398859403,0.0,705.3016666664521,0.342974357443403,6.558,116.903206067078,521.1232620531212,521.1232620531212,0.0,705.3016666664521,0.34297435730643,6.529312915999999,117.07697057550736,0.0,527.7612634151279,37.59595399999919,438.3914391855234,167.43282224999845,527.757368590124,37.59541240191485,485.8111892077729,122.41048924999798,462.7993940489531,149.17038299999817,484.2985039122996,145.15162165289024,483.13731836360085,118.63337449999806,0.06814791412138407,0.11710733052461185,0.47226775878344934,-0.16237891920325054,0.05649375791136136,0.06082099176693417,0.3175822471555441,0.514922947697454,0.7001333527993215,-0.15626670956538358,0.22591365500657443,0.567043674586579,89.75206806439013,23.94970936011666,8.139084269961193,True
Ausgrid 158,1060.8643367644122,666.8496620301878,831.573438934839,6029.782,4864.881599925824,5887.894135775121,2108.627,629.4505284969849,1650.232014574928,666.5066876727444,666.5066876727444,0.0,705.3016666664521,0.342974357443403,4.65017728,310.1202749914252,831.2304645773957,831.2304645773957,0.0,705.3016666664521,0.342974357443403,4.414,312.2941183233535,0.0,909.2778393331455,137.93174725,718.7027128534659,292.9821480000001,913.8106778631503,133.63619600802792,882.7206884271963,196.03399925000014,798.9277506265255,255.09098075000014,863.8319894614366,244.27194153929753,872.7770356200868,195.9893972500001,0.3022919677746217,0.6031909588057504,0.8636668293188308,-1.2178501870256944,0.20785206393536954,0.3604072062447988,0.35096684215654195,0.5008975991389493,0.44001188699222205,-0.6375232420838362,0.25010557443935294,0.4067895845066738,164.72377690465123,37.140910583906624,21.6135927925431,True
Ausgrid 1,541.9531519645622,203.31967520873536,400.43162044857536,4017.9990000000003,2337.789378921213,3577.089139949071,3862.8379999999997,1933.05133501222,3177.912905862664,203.0287111071722,203.0287111071722,0.0,705.3016666664521,0.2909641015631541,5.264,246.4883934198777,400.0886460912145,400.0886460912145,0.0,705.3016666664521,0.3429743573608528,5.336,241.66099738545694,0.0,329.6337825488021,200.65038574999986,269.3967111177828,257.9885887499994,343.5182871930788,190.1224724389126,368.976732746742,185.37123325000013,301.24053195982646,249.52658049999985,424.02908073719584,136.85274451235125,368.1664226817156,185.13549600000013,0.2893493473093777,0.5241194135649198,0.49490814657147203,-0.11230192647589377,0.18696604024303837,0.20457371587453238,0.4411655081941924,0.5977996759183118,0.7323889303504804,-0.1022459428209237,0.7002926082811354,0.5142092047243848,197.11194523984,62.48390207313892,26.113240785292223,True
Ausgrid 204,593.4873882519955,369.4246762524618,488.293550721919,3410.782,2724.8801139417615,3466.3778410392197,906.307,40.10373516507589,823.8646205079178,369.2088731762876,369.2088731762876,0.0,705.3016666664521,0.21580307617414227,5.64,178.13380106263844,487.95057636488195,487.95057636488195,0.0,705.3016666664521,0.3429743570370868,5.343999999999999,138.40134345966106,0.0,505.9837237519719,82.17420675000008,376.50152562049936,245.12664924999936,505.9837237519719,82.17420675000008,474.00205237278533,155.07288399999993,428.776817887192,211.4412617499996,469.4807058967313,177.49483955857937,473.29669413101124,151.60326499999934,0.1247300059253225,0.2162472992637662,0.47180155945426544,-0.08138306115451233,0.09980308028670867,0.11570020055948176,0.2194836587394678,0.386150461943238,0.3988664005639707,0.054969029154048776,0.20985879967434565,0.2222312870014075,118.86887446945724,37.75357597058093,17.724696364636323,True
Ausgrid 247,569.5632271635001,381.1646088637637,510.48501506801045,3099.6980000000003,2838.9545135123212,3519.1375372571856,455.286,49.22631980190002,742.658978825551,380.94519553151355,380.94519553151355,0.0,705.3016666664521,0.21941333225012968,5.332,144.08675157854182,510.15230793205046,510.15230793205046,0.0,705.3016666664521,0.33270713596000256,5.248,132.46597439941698,0.0,526.050540348154,41.46956149999998,416.70944040116217,188.39657149999954,526.050540348154,41.46956149999998,475.5719377209382,126.363048,437.6424305601561,169.86521324999978,461.10052208262755,133.2461362770688,469.6198869721417,128.24919124999994,0.07532195914740022,0.13814792052415284,0.5845154793766889,-0.2643361331272016,0.05213058243641356,0.05903207377466487,0.3167813705285906,0.4602639136206781,0.7354425185299268,-0.09680646313549102,0.4800647109001793,0.48314197708936796,129.32040620424675,33.0777355901269,10.37254676530065,True
Ausgrid 137,994.0694963328644,736.9973996762621,876.7485478892708,5156.477,4781.506056256246,5737.912655503753,603.538,21.788592888200043,1002.0300052381915,736.6544253188188,736.6544253188188,0.0,705.3016666664521,0.342974357443403,6.271999999999999,205.37901578764485,876.4055735321729,876.4055735321729,0.0,705.3016666664521,0.3429743570978519,6.271999999999999,182.15535201670076,0.0,935.6663295663647,54.69844450000013,768.247656050956,230.7110082500007,935.666880684538,54.697927159300455,868.663477636058,156.1623217499999,821.484231011977,195.3882399999998,829.8360615585977,214.6221063758156,872.7568084024425,154.2702684999996,0.14453951890119376,0.2560706215007819,0.47413057908402106,-0.18271168374597413,0.10079980322601882,0.11156119986180894,0.4061999424514299,0.5750053746385867,0.4926062230564005,-0.001933155079515636,0.5925842314575029,0.4597734738258214,139.7511482130086,25.860575905904433,11.802087165574664,True
