KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),298.14 (-2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.00 (+4.6 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3720.8 (-0.5 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),237.4 (-16.8 %)
