KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,256.21 (-54.5 %),286.77 (-49.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.56 (+5.4 %)
Energy bought (kWh),3082.3,1607.0 (-47.9 %),1837.2 (-40.4 %)
Energy sold (kWh),2034.4,382.1 (-81.2 %),638.0 (-68.6 %)
