KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,680.03,473.26 (-30.4 %),618.21 (-9.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),144.95 (+21.3 %)
Energy bought (kWh),3740.4,3728.9 (-0.3 %),4738.0 (+26.7 %)
Energy sold (kWh),285.4,17.2 (-94.0 %),1025.3 (+259.3 %)
