KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,666.55,643.53 (-3.5 %),661.75 (-0.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.22 (+2.7 %)
Energy bought (kWh),8193.7,7917.5 (-3.4 %),8204.7 (+0.1 %)
Energy sold (kWh),321.3,13.7 (-95.7 %),319.8 (-0.5 %)
