KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),171.05 (-28.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),49.73 (+20.9 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),2924.2 (-27.2 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2558.4 (-33.8 %)
