KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),350.36 (-25.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),87.85 (+18.6 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2276.3 (-2.3 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),615.6 (-21.3 %)
