KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,926.29,642.58 (-30.6 %),719.80 (-22.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.22 (+8.3 %)
Energy bought (kWh),4569.7,3968.3 (-13.2 %),4392.0 (-3.9 %)
Energy sold (kWh),768.3,26.2 (-96.6 %),450.4 (-41.4 %)
