KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1068.75,834.56 (-21.9 %),917.07 (-14.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.51 (+7.7 %)
Energy bought (kWh),5853.9,5300.1 (-9.5 %),5664.4 (-3.2 %)
Energy sold (kWh),712.2,39.4 (-94.5 %),408.5 (-42.6 %)
